daño,Predicción
no tenemos luz completa en el local la luz del negocio es trifacica y solo funciona una parte del negocio en estos momentos,ejecutar
falla energia,ejecutar
caida de canuelas,ejecutar
no hay servicio de energia,ejecutar
no hay luz,cancelar
empty,ejecutar
sector sin energia,cancelar
se revento una cuerda prioridad una bebe,ejecutar
sim,cancelar
a media luz,cancelar
baja energia,ejecutar
sin energia puente abierto en mt,cancelar
sin energia electrica,cancelar
sector sin servicio de energia,cancelar
esta manana estuvieron arreglando el poste por un dano que habia pero ahora resulta que la lampara del poste no prende y pues esta oscuridad es un peligro,ejecutar
no hay servicio,ejecutar
postes de madera en mal estado a punto de colapsar,ejecutar
una explosion en el transformador,cancelar
el servicio es primo,ejecutar
postes caidos sector sin servicio,ejecutar
linea caida,ejecutar
velas caidas,ejecutar
sector sin servicio desde hace mas de 50 horas,cancelar
hay una perdida de energia por una fase caida,ejecutar
sector sin servicio,cancelar
no hay luz en el sector el rodeo san andres,ejecutar
canuelas salteadas,cancelar
asi como dos horas estamos sin energia,cancelar
media manana no tiene el servicio,ejecutar
todo el sector sin energia,ejecutar
sin energia,cancelar
en el sector,cancelar
no hay energia en el circuito,ejecutar
me desperte esta manana a la 5 de la manana y no habia energia y hasta el momento no ha llegado,ejecutar
no hay servicio de energia desde las 3 am,cancelar
variacion de voltaje,cancelar
variacion del voltaje,cancelar
velas del transformador caidas,cancelar
esta saliendo chispas el poste de la luz,cancelar
exploto durisimo el transformador,cancelar
sin servicio de energia desde la noche anterior,ejecutar
arbol afeciendo peligro sobre red d media tension,ejecutar
no hay energia en la zona,ejecutar
se cayo una canuelas en el poste cerca a mi casa,ejecutar
sin servicio,cancelar
no hay energia suficiente,cancelar
sin energia,cancelar
sin energia en varias casas desde las 12,cancelar
lineas reventadas,ejecutar
sin energia,cancelar
se fue en arranque,ejecutar
cuerda reventada,ejecutar
luz,ejecutar
la nevera ni la lavadora funcionan con el voltaje,ejecutar
sector sin servicio,cancelar
no hay energia,ejecutar
no hay servicio,ejecutar
sin energia en toda la,ejecutar
sin servicio,cancelar
falla de red comercial,cancelar
lineas reventadas,ejecutar
dano de transformador,cancelar
variacion de voltaje,cancelar
la energia estaba intermitente,ejecutar
empezo a sonar el transformador,ejecutar
no hay luz,cancelar
linea de poste a poste,cancelar
sin energia,cancelar
no hay energia,ejecutar
a cada momento,ejecutar
no hay energia,ejecutar
parte de la casas estan sin luz,ejecutar
se saltaron las canuelas en casa de antonio botache,cancelar
sin energia electrica,cancelar
dano en el transformador,cancelar
sin servicio de energia en todo el sector,ejecutar
sin servicio de energia,cancelar
ausencia del servicio de energia,ejecutar
no tenemos luz desde hace mas de 36 horas y ya se nos van a danar los enseres y el mercado,ejecutar
sin servicio,cancelar
sin energia en el sector aparentemente dano del transformador al lado de la residencia esta la subestacion,ejecutar
variacion de  voltaje en todo el sector,ejecutar
sin energia electrica,cancelar
sector sin energia,cancelar
desde temprano el sector sin luz cada vez q llueve quedamos sin luz porq los cable de la energia chocan con los arboles,ejecutar
se salto una canuela en un poste y no hay energia en la obra,cancelar
variacion de voltaje,cancelar
una de las 3 lineas de media tension esta muy baja a punto de tocar cultivo de platano,ejecutar
el edificio presenta energia por sectores,cancelar
sin servicio,cancelar
se fue la luz si no el posta salio candela,cancelar
sector sin energia,cancelar
sin servicio x las fuerte tormenta,cancelar
sector sin servicio,cancelar
desde ayer se fue la energia y luego baja,ejecutar
no tenemos fluido electrico,ejecutar
todo el sector nos encontramos sin luz desde el dia miercoles,cancelar
velas caidas,ejecutar
sin servicio,cancelar
baja y sube la luz,cancelar
se revento una cuerda principal y esta en el piso tirando chispas,ejecutar
estamos sin energia y me dicen q se cayo una cuerda x caida de una guadua,ejecutar
bajonazo  de luz,ejecutar
vela caida,ejecutar
luz,ejecutar
sin servicio de energia,cancelar
sin energia en la zona,cancelar
sin energia,cancelar
la energia se encuentra baja en todo el sector,cancelar
exploto transformador,ejecutar
sin servicio,cancelar
dano de transformador,cancelar
desde ayer no contamos con servicio de energia,cancelar
esta peligroso por los,ejecutar
son cuerdas chocadas,ejecutar
variacion de voltaje,cancelar
sin servicio de energia,cancelar
no hay energia en ninguna de las viviendas,ejecutar
un ventarron nos dejo sin servicio,ejecutar
fusible quemado,cancelar
la luz en la cuadrada esta inestable se baja se sube y no podemos conectar ningun equipo,ejecutar
caida de canuela,ejecutar
sin luz por las ramas,ejecutar
bajante,ejecutar
sector sin servicio de energia desde ayer,cancelar
sin energia,cancelar
sin energia,cancelar
voltaje muy poco,cancelar
se quemo el transformador,cancelar
presentamos dano en transformador,ejecutar
una fase caida la misma que se cayo ayer todo el dia que estuvimos sin luz,cancelar
nos quedamos sin energia desde el miercoles,ejecutar
no hay servicio de energia,ejecutar
vela caida,ejecutar
variacion de la energia,cancelar
sin servicio de energia,cancelar
corte de energia en todo el sector por lluvia leve,cancelar
sector sin servicio de energia,cancelar
cortocircuito,cancelar
desde las 5 pm del dia de ayer se cayeron unas velas por corto o sobrecarga  de energia,cancelar
velas caidas,ejecutar
sector sin servicio,cancelar
no hay energia desde 9,cancelar
luz bajita en todo el sector,ejecutar
no hay energia,ejecutar
sin servicio de energia,cancelar
sin energia todo el sector,ejecutar
postes volteado casi para caerse,ejecutar
canuelas caida en transformador,cancelar
no tenemos servicio de energia en el sector,ejecutar
hay una canuela caida,ejecutar
estamos sin servicio,ejecutar
variacion de voltaje altos y bajos,ejecutar
no alumbra,cancelar
desde la madrugada se fue la energia,ejecutar
deficiencia en el voltaje,ejecutar
parpadea la luz,ejecutar
linea secundaria reventada,ejecutar
no sabemos que fue,cancelar
de repente de fue la luz en toda la casa,ejecutar
hay una cuerda en el suelo,ejecutar
caida de canuelas,ejecutar
no hay luz,cancelar
lo desconozco,ejecutar
sector si energia ase dos dias,cancelar
variacion en la recepcion de voltaje,ejecutar
mesones,ejecutar
no hay luz,cancelar
nuevamente se cayo una fase,ejecutar
vereda sin energia,ejecutar
sin energia,cancelar
dano de transformador,cancelar
variacion de voltaje,cancelar
sector sin servicio,cancelar
el cural,ejecutar
no hay medidores de energia,cancelar
ausencia de servicio,cancelar
la energia se fue,cancelar
nos encontramos sin servicio de energia desde ayer en la manana,cancelar
estamos sin fluido electrico,ejecutar
sin energia desde  ayer posiblemente el dano esta en el transformador,ejecutar
sin energia,cancelar
se escucho un estallido en un transformador,cancelar
sin energia,cancelar
canuela caida en transformador,cancelar
caserio sin servicio,cancelar
3,"Entrada inválida. Por favor, ingrese un texto coherente."
el barrio las flores de palmira se encuentra sin servicio de luz,ejecutar
a media luz,cancelar
cable despegado sector sin energia,ejecutar
sector sin servicio hace mas de 30 horas sin solucion aparente,cancelar
sin energia desde anoche,ejecutar
no hay energia,ejecutar
1 hora con variacion en el voltaje los electrodomesticons estan sufriendo ese cambio,ejecutar
sube y baja la luz cuando se conecta algoejp,cancelar
guaduas sobre la red a punto de reventar,ejecutar
canuelas,cancelar
cortocircuito y poste caido,cancelar
sector sin servicio,cancelar
sin servicio,cancelar
sector sin servicio de energia electrica,ejecutar
variacion en el voltaje,ejecutar
la energia esta bajita en la vereda,ejecutar
no hay servicio de energia desde ayer,ejecutar
vela caida,ejecutar
sin servicio,cancelar
cuerdas sueltas y poste caido no hay luz,cancelar
se dano el transformador debido a la tormenta del domingo 25 de agosto ,cancelar
sin servicio electrico,ejecutar
falla de las velas,ejecutar
sector sin servicio,cancelar
sin servicio de energia desde la noche anterior,ejecutar
sin energia,cancelar
lineas corto,ejecutar
sin servicio hace 2 horas,ejecutar
sin servicio de energia,cancelar
sin energia desde el dia domingo,ejecutar
no hay energia,ejecutar
fusible y canuela quemada,ejecutar
no tenemos servicio,cancelar
bajo voltaje,cancelar
canuelas,cancelar
transformador canuelas  caidas,cancelar
sin servicio de energia,cancelar
sin servicio de energia,cancelar
sin servicio,cancelar
llovio y nos quedamos sin energia,ejecutar
varias casas presenta bajon de energia,cancelar
no hay energia en todo mi sector,ejecutar
si energia,cancelar
desde ayer se fue la luzapenas hace viento,cancelar
sin servicio,cancelar
canuelas saltadas,cancelar
si  energia,cancelar
sector sin energia,cancelar
no hay energia y aqui hay una lecheria y los tanques estan llenos de leche y se va a danar,ejecutar
no hay servicio de energia,ejecutar
sin energia electrica hace 1 hora,cancelar
sin servicio de energia en tres viviendas,cancelar
los motores no encienden,cancelar
no hay energia desde las 2,cancelar
variacion de voltaje,cancelar
poste caido dano de acometida linea reventada,cancelar
no hay energia,ejecutar
vela caida,ejecutar
no contamos con el servicio de energia,ejecutar
sin energias,cancelar
variedad de voltaje,ejecutar
no hay energia cables danados por arbol,cancelar
corto en un transformador,ejecutar
fallo de energia,ejecutar
sin servicio,cancelar
no hay energia en el sector,ejecutar
sin energia,cancelar
sector sin energia,cancelar
no tenemos servicio desde la 10,ejecutar
dano de una vela del fusible del transformador en el predio por una tempestad,ejecutar
en este momento nos encontramos sin energia en el condominio haciendas de potrerito y hay tormenta electrica,cancelar
la energia es muy baja,cancelar
sin energia hace 2 dias,ejecutar
sector sin energia ,cancelar
luz bajita,cancelar
no hay luz,cancelar
vela caida,ejecutar
un ave hizo caer la vela del transformador desde ayer se esta sin energia,ejecutar
intermitencia ,cancelar
no hay energia,ejecutar
no hay energia en el caserio del agarre,ejecutar
sin electricidad,ejecutar
sin servicio general,cancelar
cuerdas pegadas,ejecutar
desde ayer hubo un apagon y se fue la luz desde la manana y esta es la hora y no a llegado,ejecutar
1,"Entrada inválida. Por favor, ingrese un texto coherente."
variacion de voltaje,cancelar
varia mucho el voltaje,ejecutar
intermitencia de luz,cancelar
sin energia,cancelar
sin servicio de energia,cancelar
no hay energia,ejecutar
variacion del voltaje desde hace dos dias,ejecutar
otras vez de un momento a otro se fue,cancelar
cable reventado,cancelar
se fue la energia,ejecutar
desde horas de anoche andamos sin servicio de energia,ejecutar
caida de canuelas,ejecutar
sin luz,cancelar
hubo dano en la luz y cuando la colocaron llego muy fuerte se me quemo la nevera un televisor y un ventilador,ejecutar
se baja la luz,cancelar
no tenemos energia,ejecutar
no hay servicio de fluido electrico desde las 3 pm del dia viernes,cancelar
sin servicio,cancelar
un poste caido,cancelar
alto voltaje,cancelar
sector sin energia,cancelar
sin servicio de energia,cancelar
no tengo energia electrica,cancelar
cuerdas tocan arbol y generan chispa y no hay luz,cancelar
ve la caida,ejecutar
todo sector sin luz,ejecutar
velas caidas,ejecutar
sin servicio,cancelar
velas caidas,ejecutar
sin energia,cancelar
no hay energia desde el sabado,cancelar
cuerdas de alta muy descolgadas sobre arboles de aguacate,cancelar
intermitencia del servicio,cancelar
una linea caida y estamos sin energia,ejecutar
no tenemos energia desde las 5 de la manana,ejecutar
sin servicio,cancelar
la luz esta bajita desde esta manana,ejecutar
unos funcionarios de celsia estuvieron hoy haciendo unos arreglos en un poste cercano al predio y despues que terminaron quedamos sin energia en gran parte de la casa y en otra parte con muy baja intensidad,cancelar
no hay luz en 3 casas,ejecutar
cuerdas sobre arbol,cancelar
sin servicio de energia,cancelar
no se cayo un poste se cayo un gajo de mango sobre las cuerdas y esos vientos nos da miedo que hagan corto circuito,ejecutar
sin servicio de luz desde la 1 de la tarde,cancelar
sin energia,cancelar
sin luz,cancelar
sin servicio de energia,cancelar
sector sin luz,ejecutar
estamos sin energia,ejecutar
sin servicio hace 20 dias,ejecutar
no tenemos energia,ejecutar
vela caida,ejecutar
no hay luz en la vereda,ejecutar
sector sin servicio,cancelar
sin servicio,cancelar
dano del transformador en el sector ,cancelar
parte alta de la vereda sin luz desde anoche,ejecutar
poste de tubo esta que se cae por esta roto hasta la mitad,ejecutar
se reventaron las cuerdas y no hay energia,cancelar
velas caidas,ejecutar
sin luz en el sector,cancelar
se va y vuelve la energia y eso hace q se danen mis electrodomesticos,ejecutar
no hay energia en toda la vereda desconozco los motivos,ejecutar
las 2 velas disparadas,cancelar
estamos din energia,ejecutar
falla de energia,ejecutar
no hay electricidad,cancelar
nos quedamos sin energia desde el miercoles,ejecutar
la caida de una vela,cancelar
canuela caida,ejecutar
porteria sin servicio,ejecutar
sin servicio de energia,cancelar
sector sin energia falla del transformador,ejecutar
cables en corto,ejecutar
nuevamente he reportado que en su momento se enceuntran unas cuerdas descolgadas por una guadua arrojando chispas,ejecutar
se fue la luz a media noche y nada,cancelar
empty,ejecutar
antena de telecomunicaciones de tigo sin energia,ejecutar
sin servicio de energia,cancelar
la energia esta insuficiente no prende los motores que vierten agua a los cerdos,cancelar
sin energia,cancelar
estamos sin energia ya que se quieren llevar los linea con un poste para otro lugar  no pertenece a selcia,ejecutar
fusibles quemados del transformador,cancelar
todo el corregimiento se encuentra sin servicio,ejecutar
face caida,ejecutar
tolda vieja,ejecutar
por tempestad se fue la energia electrica anoche,ejecutar
